PRISM Time Series Data
Locations: 39
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1986-01 - 2000-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Feb-14
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1,-114.1578,48.9339,6617.0,1987-04,5.23,27.0,36.9,46.7,17.2,1.66,8.05
1,-114.1578,48.9339,6617.0,1987-05,4.92,33.3,43.2,53.1,24.0,1.73,9.83
1,-114.1578,48.9339,6617.0,1987-06,3.28,39.7,50.0,60.3,30.5,2.14,13.01
1,-114.1578,48.9339,6617.0,1987-07,7.34,41.9,52.5,63.0,36.3,1.27,12.40
1,-114.1578,48.9339,6617.0,1987-08,4.55,37.4,48.0,58.7,34.0,0.82,9.82
1,-114.1578,48.9339,6617.0,1987-09,0.57,36.6,49.1,61.7,27.8,2.19,13.94
1,-114.1578,48.9339,6617.0,1987-10,0.67,29.7,39.1,48.4,13.9,2.65,8.68
1,-114.1578,48.9339,6617.0,1987-11,3.63,25.0,30.7,36.4,16.4,1.37,4.04
1,-114.1578,48.9339,6617.0,1987-12,8.44,11.7,17.2,22.7,10.7,0.37,1.50
1,-114.1578,48.9339,6617.0,1988-01,5.99,7.1,13.5,19.9,4.4,0.46,1.58
1,-114.1578,48.9339,6617.0,1988-02,5.81,12.4,20.4,28.3,7.8,0.65,3.18
1,-114.1578,48.9339,6617.0,1988-03,9.08,16.7,24.6,32.5,11.5,0.63,3.54
1,-114.1578,48.9339,6617.0,1988-04,7.06,26.2,35.5,44.8,19.7,1.35,6.94
1,-114.1578,48.9339,6617.0,1988-05,3.55,32.3,42.4,52.4,26.1,1.51,9.64
1,-114.1578,48.9339,6617.0,1988-06,3.07,41.8,52.3,62.8,34.8,2.48,13.48
1,-114.1578,48.9339,6617.0,1988-07,1.91,43.0,54.5,66.0,33.3,3.19,16.46
1,-114.1578,48.9339,6617.0,1988-08,1.55,41.5,53.9,66.3,32.9,3.17,16.08
1,-114.1578,48.9339,6617.0,1988-09,4.13,35.1,45.4,55.7,27.4,2.30,10.98
1,-114.1578,48.9339,6617.0,1988-10,6.24,30.8,40.5,50.3,25.1,1.55,8.16
1,-114.1578,48.9339,6617.0,1988-11,8.44,19.0,23.3,27.5,15.8,0.60,2.07
1,-114.1578,48.9339,6617.0,1988-12,6.56,11.8,18.1,24.3,6.6,0.68,2.31
1,-114.1578,48.9339,6617.0,1989-01,10.57,10.0,15.5,21.1,7.1,0.46,1.80
1,-114.1578,48.9339,6617.0,1989-02,3.85,-1.3,6.6,14.5,0.4,0.21,1.38
1,-114.1578,48.9339,6617.0,1989-03,9.21,12.0,19.3,26.5,11.3,0.19,2.19
1,-114.1578,48.9339,6617.0,1989-04,6.57,21.3,30.5,39.8,15.5,0.84,5.34
1,-114.1578,48.9339,6617.0,1989-05,6.74,27.5,37.1,46.6,23.5,0.76,6.40
1,-114.1578,48.9339,6617.0,1989-06,5.62,35.5,46.3,57.1,31.3,1.03,10.79
1,-114.1578,48.9339,6617.0,1989-07,4.30,42.8,55.1,67.3,36.4,2.03,15.24
1,-114.1578,48.9339,6617.0,1989-08,6.40,40.4,50.4,60.4,40.6,0.38,9.38
1,-114.1578,48.9339,6617.0,1989-09,2.84,34.1,44.2,54.4,28.5,1.55,8.95
1,-114.1578,48.9339,6617.0,1989-10,7.00,25.9,33.0,40.1,23.1,0.74,4.23
1,-114.1578,48.9339,6617.0,1989-11,15.31,19.9,24.5,29.0,14.9,0.66,2.06
1,-114.1578,48.9339,6617.0,1989-12,7.94,13.3,18.8,24.3,10.1,0.45,1.62
1,-114.1578,48.9339,6617.0,1990-01,16.03,14.2,19.0,23.8,9.6,0.42,1.85
1,-114.1578,48.9339,6617.0,1990-02,11.97,8.0,14.9,21.9,6.4,0.32,1.78
1,-114.1578,48.9339,6617.0,1990-03,4.43,14.5,24.0,33.4,9.3,0.70,4.21
1,-114.1578,48.9339,6617.0,1990-04,4.56,23.1,32.4,41.8,21.2,0.59,5.03
1,-114.1578,48.9339,6617.0,1990-05,6.60,27.6,36.8,46.0,26.5,0.47,5.65
1,-114.1578,48.9339,6617.0,1990-06,7.72,34.3,44.2,54.2,31.6,1.08,8.84
1,-114.1578,48.9339,6617.0,1990-07,5.52,41.6,53.0,64.3,39.3,1.44,12.27
1,-114.1578,48.9339,6617.0,1990-08,2.93,43.9,54.8,65.6,39.8,2.56,13.54
1,-114.1578,48.9339,6617.0,1990-09,0.38,38.1,51.0,63.9,30.3,2.76,14.87
1,-114.1578,48.9339,6617.0,1990-10,13.47,24.5,30.9,37.3,20.8,0.76,3.77
1,-114.1578,48.9339,6617.0,1990-11,16.34,19.2,24.2,29.1,13.9,0.84,2.31
1,-114.1578,48.9339,6617.0,1990-12,10.93,-0.4,6.1,12.5,0.2,0.34,1.09
1,-114.1578,48.9339,6617.0,1991-01,10.92,5.9,12.6,19.3,4.2,0.29,1.42
1,-114.1578,48.9339,6617.0,1991-02,8.92,20.9,27.7,34.6,14.7,0.80,3.51
1,-114.1578,48.9339,6617.0,1991-03,7.52,10.8,20.3,29.7,10.3,0.28,2.98
1,-114.1578,48.9339,6617.0,1991-04,9.59,21.4,30.9,40.5,18.0,0.51,5.27
1,-114.1578,48.9339,6617.0,1991-05,5.44,28.7,38.1,47.6,25.2,0.68,6.21
1,-114.1578,48.9339,6617.0,1991-06,9.08,33.8,42.8,51.8,29.4,0.99,7.14
1,-114.1578,48.9339,6617.0,1991-07,1.07,41.1,52.8,64.5,37.3,1.98,12.53
1,-114.1578,48.9339,6617.0,1991-08,1.69,45.0,56.6,68.1,39.6,2.60,14.82
1,-114.1578,48.9339,6617.0,1991-09,1.93,34.3,46.1,57.9,30.3,1.43,10.31
1,-114.1578,48.9339,6617.0,1991-10,4.43,21.8,31.6,41.3,17.4,1.00,6.01
1,-114.1578,48.9339,6617.0,1991-11,7.54,15.3,21.1,26.8,9.9,0.56,2.12
1,-114.1578,48.9339,6617.0,1991-12,8.52,15.9,21.2,26.5,11.3,0.50,2.08
1,-114.1578,48.9339,6617.0,1992-01,8.27,15.9,21.1,26.3,9.0,0.85,2.32
1,-114.1578,48.9339,6617.0,1992-02,4.52,18.2,26.0,33.8,16.4,0.39,2.98
1,-114.1578,48.9339,6617.0,1992-03,1.81,19.5,30.7,42.0,13.7,0.71,6.09
1,-114.1578,48.9339,6617.0,1992-04,4.56,24.6,34.2,43.8,20.6,0.68,5.58
1,-114.1578,48.9339,6617.0,1992-05,4.73,30.1,41.3,52.6,22.2,1.56,9.92
1,-114.1578,48.9339,6617.0,1992-06,5.71,39.7,50.9,62.0,34.4,2.03,11.79
1,-114.1578,48.9339,6617.0,1992-07,4.12,39.2,48.8,58.4,36.9,1.29,9.22
1,-114.1578,48.9339,6617.0,1992-08,2.35,38.9,51.3,63.7,33.1,2.83,13.85
1,-114.1578,48.9339,6617.0,1992-09,6.87,32.8,41.4,50.1,26.3,1.41,7.02
1,-114.1578,48.9339,6617.0,1992-10,3.53,28.8,36.9,45.1,22.1,1.56,6.27
1,-114.1578,48.9339,6617.0,1992-11,7.17,17.9,22.6,27.4,13.6,0.64,1.81
1,-114.1578,48.9339,6617.0,1992-12,10.21,3.2,10.3,17.3,2.8,0.24,1.17
1,-114.1578,48.9339,6617.0,1993-01,5.51,3.2,10.6,18.0,4.7,0.19,1.35
1,-114.1578,48.9339,6617.0,1993-02,2.64,4.5,13.5,22.5,3.7,0.35,2.02
1,-114.1578,48.9339,6617.0,1993-03,6.13,16.3,25.0,33.8,12.8,0.56,3.71
1,-114.1578,48.9339,6617.0,1993-04,6.79,24.2,32.3,40.4,20.1,0.59,4.69
1,-114.1578,48.9339,6617.0,1993-05,4.18,32.6,44.1,55.6,28.4,1.09,10.18
1,-114.1578,48.9339,6617.0,1993-06,8.72,34.4,44.0,53.5,31.7,0.66,7.84
1,-114.1578,48.9339,6617.0,1993-07,8.70,37.5,45.3,53.0,36.7,0.34,6.86
1,-114.1578,48.9339,6617.0,1993-08,4.03,38.6,48.8,59.1,36.3,1.02,9.45
1,-114.1578,48.9339,6617.0,1993-09,3.15,31.4,42.0,52.5,26.4,1.37,8.20
1,-114.1578,48.9339,6617.0,1993-10,2.39,30.0,37.8,45.6,23.3,1.43,6.21
1,-114.1578,48.9339,6617.0,1993-11,5.13,12.8,18.9,25.0,9.8,0.44,2.13
1,-114.1578,48.9339,6617.0,1993-12,8.14,15.0,20.4,25.7,10.8,0.53,2.17
1,-114.1578,48.9339,6617.0,1994-01,10.00,14.3,20.5,26.7,12.5,0.32,2.14
1,-114.1578,48.9339,6617.0,1994-02,8.25,5.3,12.1,18.8,4.5,0.33,1.46
1,-114.1578,48.9339,6617.0,1994-03,5.91,17.3,26.1,34.9,7.6,1.02,4.93
1,-114.1578,48.9339,6617.0,1994-04,5.30,24.6,34.0,43.4,20.6,0.68,5.72
1,-114.1578,48.9339,6617.0,1994-05,5.03,30.9,41.5,52.2,26.0,1.06,8.64
1,-114.1578,48.9339,6617.0,1994-06,5.57,35.0,45.7,56.5,27.9,2.07,10.74
1,-114.1578,48.9339,6617.0,1994-07,1.42,42.9,55.6,68.2,36.7,2.17,16.11
1,-114.1578,48.9339,6617.0,1994-08,0.66,42.7,55.7,68.6,35.6,3.33,17.30
1,-114.1578,48.9339,6617.0,1994-09,0.73,36.5,49.1,61.7,28.3,2.12,14.10
1,-114.1578,48.9339,6617.0,1994-10,10.28,25.9,32.9,39.8,21.5,0.75,4.40
1,-114.1578,48.9339,6617.0,1994-11,7.99,12.5,17.8,23.0,7.8,0.51,1.55
1,-114.1578,48.9339,6617.0,1994-12,11.68,12.8,18.3,23.8,8.3,0.58,1.92
1,-114.1578,48.9339,6617.0,1995-01,7.53,11.1,18.0,24.8,6.3,0.51,2.25
1,-114.1578,48.9339,6617.0,1995-02,10.51,13.4,20.8,28.2,8.9,0.59,3.10
1,-114.1578,48.9339,6617.0,1995-03,5.90,12.4,21.7,31.0,8.0,0.53,3.43
1,-114.1578,48.9339,6617.0,1995-04,5.37,20.3,29.6,38.9,16.7,0.51,4.52
1,-114.1578,48.9339,6617.0,1995-05,5.66,27.8,38.6,49.3,24.5,0.68,7.28
1,-114.1578,48.9339,6617.0,1995-06,12.83,35.1,45.3,55.5,33.2,0.78,8.53
1,-114.1578,48.9339,6617.0,1995-07,5.04,41.4,51.9,62.4,39.3,0.98,10.57
1,-114.1578,48.9339,6617.0,1995-08,4.14,38.7,48.9,59.2,33.0,2.06,10.80
1,-114.1578,48.9339,6617.0,1995-09,2.46,35.0,46.1,57.2,29.6,1.49,10.65
1,-114.1578,48.9339,6617.0,1995-10,10.96,24.5,30.3,36.1,21.2,0.59,3.16
1,-114.1578,48.9339,6617.0,1995-11,15.38,18.6,24.6,30.6,15.4,0.54,2.37
1,-114.1578,48.9339,6617.0,1995-12,10.15,11.0,17.0,23.1,7.1,0.47,1.93
1,-114.1578,48.9339,6617.0,1996-01,13.91,2.7,10.3,17.9,2.2,0.29,1.47
1,-114.1578,48.9339,6617.0,1996-02,12.11,7.2,15.7,24.3,5.5,0.32,2.31
1,-114.1578,48.9339,6617.0,1996-03,2.50,7.9,17.9,28.0,7.8,0.33,3.24
1,-114.1578,48.9339,6617.0,1996-04,8.33,23.3,32.0,40.7,20.1,0.54,4.92
1,-114.1578,48.9339,6617.0,1996-05,9.33,26.1,34.5,42.8,23.7,0.46,5.06
1,-114.1578,48.9339,6617.0,1996-06,6.72,34.8,45.5,56.2,27.6,1.89,10.22
1,-114.1578,48.9339,6617.0,1996-07,1.59,41.4,53.8,66.2,35.3,2.31,14.42
1,-114.1578,48.9339,6617.0,1996-08,2.34,42.3,54.1,65.9,32.1,3.55,15.72
1,-114.1578,48.9339,6617.0,1996-09,5.19,33.3,41.4,49.5,29.8,1.01,6.10
1,-114.1578,48.9339,6617.0,1996-10,7.74,24.2,31.6,39.0,19.4,0.89,4.79
1,-114.1578,48.9339,6617.0,1996-11,10.60,12.9,19.6,26.4,13.3,0.27,1.72
1,-114.1578,48.9339,6617.0,1996-12,14.24,5.2,11.6,18.0,6.4,0.18,0.97
1,-114.1578,48.9339,6617.0,1997-01,11.84,8.6,15.2,21.8,5.3,0.35,1.84
1,-114.1578,48.9339,6617.0,1997-02,6.90,13.1,20.1,27.1,9.9,0.31,2.50
1,-114.1578,48.9339,6617.0,1997-03,11.18,13.9,21.6,29.3,11.0,0.38,3.18
1,-114.1578,48.9339,6617.0,1997-04,6.12,16.2,26.0,35.9,13.8,0.26,4.03
1,-114.1578,48.9339,6617.0,1997-05,5.24,28.8,39.2,49.7,25.0,0.85,7.53
1,-114.1578,48.9339,6617.0,1997-06,7.12,35.7,45.6,55.5,31.2,0.90,8.89
1,-114.1578,48.9339,6617.0,1997-07,3.86,41.2,51.4,61.7,37.2,1.50,11.02
1,-114.1578,48.9339,6617.0,1997-08,3.66,41.9,53.5,65.2,38.3,1.58,13.22
1,-114.1578,48.9339,6617.0,1997-09,6.34,37.5,47.7,57.8,31.8,1.55,10.15
1,-114.1578,48.9339,6617.0,1997-10,7.03,27.5,33.5,39.4,20.9,1.23,4.16
1,-114.1578,48.9339,6617.0,1997-11,4.70,17.6,25.1,32.6,10.9,0.71,3.36
1,-114.1578,48.9339,6617.0,1997-12,5.33,14.0,19.5,25.0,5.3,0.84,2.45
1,-114.1578,48.9339,6617.0,1998-01,11.10,10.3,16.5,22.8,7.8,0.42,1.60
1,-114.1578,48.9339,6617.0,1998-02,3.74,15.2,23.0,30.8,13.5,0.34,2.66
1,-114.1578,48.9339,6617.0,1998-03,7.51,13.8,22.8,31.8,12.1,0.32,2.88
1,-114.1578,48.9339,6617.0,1998-04,4.13,22.3,32.9,43.5,18.2,0.65,6.45
1,-114.1578,48.9339,6617.0,1998-05,6.23,31.4,42.9,54.4,25.8,1.23,10.08
1,-114.1578,48.9339,6617.0,1998-06,8.30,34.6,43.4,52.2,32.0,0.63,6.91
1,-114.1578,48.9339,6617.0,1998-07,1.91,47.1,58.3,69.6,42.1,2.23,15.36
1,-114.1578,48.9339,6617.0,1998-08,1.12,45.0,57.2,69.5,36.9,4.20,17.58
1,-114.1578,48.9339,6617.0,1998-09,2.56,39.3,51.3,63.4,33.9,1.81,14.23
1,-114.1578,48.9339,6617.0,1998-10,2.41,27.5,35.5,43.6,22.4,0.96,5.47
1,-114.1578,48.9339,6617.0,1998-11,10.61,20.6,24.9,29.2,17.8,0.33,1.89
1,-114.1578,48.9339,6617.0,1998-12,13.63,9.2,14.2,19.2,5.3,0.36,1.36
1,-114.1578,48.9339,6617.0,1999-01,11.09,12.7,18.4,24.0,10.1,0.31,1.76
1,-114.1578,48.9339,6617.0,1999-02,10.79,16.0,20.9,25.9,8.9,0.65,2.26
1,-114.1578,48.9339,6617.0,1999-03,6.73,17.6,26.0,34.4,12.3,0.63,4.21
1,-114.1578,48.9339,6617.0,1999-04,4.73,19.5,29.9,40.2,13.5,0.85,5.81
1,-114.1578,48.9339,6617.0,1999-05,4.33,27.4,37.0,46.6,19.9,1.28,7.56
1,-114.1578,48.9339,6617.0,1999-06,6.77,34.9,43.6,52.4,29.2,1.13,8.13
1,-114.1578,48.9339,6617.0,1999-07,2.87,39.2,50.2,61.2,30.5,2.37,12.73
1,-114.1578,48.9339,6617.0,1999-08,2.62,45.1,55.5,65.8,39.2,2.12,13.18
1,-114.1578,48.9339,6617.0,1999-09,3.23,32.5,42.9,53.3,24.4,1.87,9.51
1,-114.1578,48.9339,6617.0,1999-10,8.30,26.7,34.2,41.7,19.1,1.30,5.17
1,-114.1578,48.9339,6617.0,1999-11,9.58,24.6,30.2,35.9,15.6,1.22,3.99
1,-114.1578,48.9339,6617.0,1999-12,10.77,16.6,21.5,26.3,10.7,0.72,2.13
1,-114.1578,48.9339,6617.0,2000-01,10.28,11.5,16.6,21.8,5.6,0.47,1.73
1,-114.1578,48.9339,6617.0,2000-02,6.61,14.2,21.2,28.2,11.5,0.35,2.21
1,-114.1578,48.9339,6617.0,2000-03,8.51,19.0,25.5,32.1,11.5,0.70,3.29
1,-114.1578,48.9339,6617.0,2000-04,4.71,22.4,32.3,42.3,17.2,0.73,5.98
1,-114.1578,48.9339,6617.0,2000-05,4.41,29.3,38.6,48.0,21.9,1.23,7.36
1,-114.1578,48.9339,6617.0,2000-06,6.48,34.3,44.5,54.8,27.6,1.57,9.55
1,-114.1578,48.9339,6617.0,2000-07,1.65,43.1,54.9,66.7,33.3,3.60,17.09
1,-114.1578,48.9339,6617.0,2000-08,1.05,42.0,54.6,67.3,31.8,3.43,17.98
1,-114.1578,48.9339,6617.0,2000-09,6.33,34.1,43.2,52.2,28.2,1.36,8.45
1,-114.1578,48.9339,6617.0,2000-10,1.81,27.8,35.6,43.4,20.8,1.17,5.66
1,-114.1578,48.9339,6617.0,2000-11,2.18,12.7,18.5,24.2,6.5,0.54,2.16
1,-114.1578,48.9339,6617.0,2000-12,5.81,7.7,14.4,21.1,6.1,0.32,1.68

2,-113.7838,48.8428,6959.0,1986-01,8.61,16.5,22.8,29.0,8.6,0.91,2.83
2,-113.7838,48.8428,6959.0,1986-02,12.19,9.6,16.6,23.7,6.1,0.37,2.06
2,-113.7838,48.8428,6959.0,1986-03,5.67,22.4,30.6,38.7,13.6,0.88,4.84
2,-113.7838,48.8428,6959.0,1986-04,6.45,20.3,29.3,38.3,17.7,0.39,4.45
2,-113.7838,48.8428,6959.0,1986-05,5.85,28.3,38.4,48.5,25.7,0.51,7.55
2,-113.7838,48.8428,6959.0,1986-06,3.10,37.4,49.2,61.1,31.9,1.40,12.88
2,-113.7838,48.8428,6959.0,1986-07,4.35,39.1,47.9,56.7,31.9,1.42,9.55
2,-113.7838,48.8428,6959.0,1986-08,1.73,41.5,54.2,66.9,33.4,2.05,16.10
2,-113.7838,48.8428,6959.0,1986-09,6.21,31.4,37.1,42.8,31.0,0.23,4.12
2,-113.7838,48.8428,6959.0,1986-10,4.13,28.2,38.4,48.6,22.0,1.23,7.70
2,-113.7838,48.8428,6959.0,1986-11,11.93,11.1,17.2,23.3,10.2,0.26,1.37
2,-113.7838,48.8428,6959.0,1986-12,3.79,13.5,18.9,24.3,6.0,0.76,2.17
2,-113.7838,48.8428,6959.0,1987-01,4.93,9.6,16.1,22.6,4.5,0.50,2.09
2,-113.7838,48.8428,6959.0,1987-02,3.83,13.4,21.4,29.4,8.0,0.55,3.16
2,-113.7838,48.8428,6959.0,1987-03,8.21,15.8,23.6,31.4,13.5,0.38,3.17
2,-113.7838,48.8428,6959.0,1987-04,5.15,25.6,35.4,45.2,17.4,1.35,7.29
2,-113.7838,48.8428,6959.0,1987-05,5.34,32.1,41.6,51.1,24.8,1.29,8.60
2,-113.7838,48.8428,6959.0,1987-06,3.48,38.5,48.4,58.3,29.2,2.06,11.70
2,-113.7838,48.8428,6959.0,1987-07,6.39,40.6,51.1,61.6,34.3,1.36,11.98
2,-113.7838,48.8428,6959.0,1987-08,4.86,36.7,47.1,57.6,32.4,0.97,9.84
2,-113.7838,48.8428,6959.0,1987-09,0.52,34.8,48.0,61.1,26.3,1.98,13.65
2,-113.7838,48.8428,6959.0,1987-10,0.62,30.0,38.9,47.8,12.1,2.92,8.40
2,-113.7838,48.8428,6959.0,1987-11,2.80,24.1,30.1,36.0,15.2,1.39,4.09
2,-113.7838,48.8428,6959.0,1987-12,8.39,11.2,16.6,22.1,9.9,0.42,1.44
2,-113.7838,48.8428,6959.0,1988-01,6.08,7.1,13.5,19.9,4.2,0.49,1.70
2,-113.7838,48.8428,6959.0,1988-02,5.29,11.0,19.1,27.1,6.7,0.66,3.03
2,-113.7838,48.8428,6959.0,1988-03,8.06,14.6,23.2,31.8,10.9,0.42,3.44
2,-113.7838,48.8428,6959.0,1988-04,7.01,25.2,34.2,43.3,19.9,1.09,6.24
2,-113.7838,48.8428,6959.0,1988-05,4.01,31.6,41.9,52.3,26.6,1.20,9.35
2,-113.7838,48.8428,6959.0,1988-06,2.94,41.4,51.9,62.3,34.0,2.49,13.19
2,-113.7838,48.8428,6959.0,1988-07,1.99,41.7,53.1,64.6,31.9,3.03,15.56
2,-113.7838,48.8428,6959.0,1988-08,1.05,40.6,53.0,65.4,31.1,3.30,15.74
2,-113.7838,48.8428,6959.0,1988-09,3.93,34.5,44.5,54.6,26.1,2.37,10.41
2,-113.7838,48.8428,6959.0,1988-10,5.50,29.4,39.9,50.4,23.7,1.51,8.33
2,-113.7838,48.8428,6959.0,1988-11,8.51,17.9,22.2,26.6,14.9,0.53,1.94
2,-113.7838,48.8428,6959.0,1988-12,5.62,10.1,16.7,23.2,6.0,0.57,2.17
2,-113.7838,48.8428,6959.0,1989-01,10.42,9.5,14.9,20.4,7.3,0.42,1.62
2,-113.7838,48.8428,6959.0,1989-02,4.03,-3.1,5.2,13.4,-0.3,0.18,1.30
2,-113.7838,48.8428,6959.0,1989-03,8.28,10.5,17.7,25.0,11.2,0.10,1.86
2,-113.7838,48.8428,6959.0,1989-04,6.17,19.6,28.9,38.2,16.2,0.51,4.62
2,-113.7838,48.8428,6959.0,1989-05,7.35,25.9,35.0,44.1,24.0,0.43,5.34
2,-113.7838,48.8428,6959.0,1989-06,6.84,33.8,44.3,54.8,30.3,0.79,9.20
2,-113.7838,48.8428,6959.0,1989-07,5.76,41.1,53.5,65.9,35.1,1.87,14.36
2,-113.7838,48.8428,6959.0,1989-08,6.00,39.6,49.7,59.9,39.1,0.46,9.09
2,-113.7838,48.8428,6959.0,1989-09,3.10,33.5,43.3,53.1,27.5,1.65,8.57
2,-113.7838,48.8428,6959.0,1989-10,5.49,24.9,31.9,38.9,22.3,0.70,3.99
2,-113.7838,48.8428,6959.0,1989-11,14.43,18.8,23.6,28.3,14.1,0.71,1.96
2,-113.7838,48.8428,6959.0,1989-12,6.29,12.3,18.0,23.7,9.4,0.45,1.64
2,-113.7838,48.8428,6959.0,1990-01,15.61,14.4,19.3,24.2,9.5,0.45,1.89
2,-113.7838,48.8428,6959.0,1990-02,12.23,6.7,14.3,21.8,5.0,0.30,1.90
2,-113.7838,48.8428,6959.0,1990-03,4.26,12.1,22.3,32.5,8.3,0.59,4.07
2,-113.7838,48.8428,6959.0,1990-04,3.35,22.4,31.6,40.7,21.6,0.46,4.59
2,-113.7838,48.8428,6959.0,1990-05,5.00,26.3,35.6,44.8,26.8,0.31,5.10
2,-113.7838,48.8428,6959.0,1990-06,7.23,33.2,42.7,52.2,30.2,1.10,8.17
2,-113.7838,48.8428,6959.0,1990-07,5.41,40.4,51.1,61.8,37.2,1.61,11.28
2,-113.7838,48.8428,6959.0,1990-08,2.61,42.8,53.5,64.1,38.0,2.67,12.93
2,-113.7838,48.8428,6959.0,1990-09,0.53,36.8,49.9,63.1,29.2,2.59,14.36
2,-113.7838,48.8428,6959.0,1990-10,13.70,23.5,29.6,35.7,19.5,0.73,3.52
2,-113.7838,48.8428,6959.0,1990-11,15.34,18.5,23.4,28.3,12.8,0.86,2.27
2,-113.7838,48.8428,6959.0,1990-12,9.97,-1.5,4.9,11.4,-0.7,0.30,0.92
2,-113.7838,48.8428,6959.0,1991-01,9.40,5.5,12.4,19.3,4.3,0.29,1.38
2,-113.7838,48.8428,6959.0,1991-02,4.01,19.7,26.8,34.0,13.6,0.76,3.42
2,-113.7838,48.8428,6959.0,1991-03,5.83,8.9,19.1,29.3,10.1,0.22,2.86
2,-113.7838,48.8428,6959.0,1991-04,8.73,19.9,29.9,39.9,18.7,0.28,4.96
2,-113.7838,48.8428,6959.0,1991-05,5.22,27.4,37.1,46.9,26.0,0.46,5.70
2,-113.7838,48.8428,6959.0,1991-06,8.32,32.6,41.4,50.1,28.4,0.94,6.60
2,-113.7838,48.8428,6959.0,1991-07,1.28,39.9,51.3,62.8,36.0,2.10,11.50
2,-113.7838,48.8428,6959.0,1991-08,1.65,44.3,55.6,67.0,37.8,2.86,14.39
2,-113.7838,48.8428,6959.0,1991-09,1.76,33.5,45.0,56.6,29.3,1.46,9.67
2,-113.7838,48.8428,6959.0,1991-10,4.10,20.4,30.2,40.0,16.9,0.86,5.49
2,-113.7838,48.8428,6959.0,1991-11,7.45,14.1,19.9,25.8,8.4,0.55,2.00
2,-113.7838,48.8428,6959.0,1991-12,7.71,14.9,20.4,25.9,10.2,0.48,2.09
2,-113.7838,48.8428,6959.0,1992-01,6.87,14.8,20.4,26.0,8.7,0.74,2.24
2,-113.7838,48.8428,6959.0,1992-02,4.53,17.1,25.2,33.4,15.4,0.37,3.05
2,-113.7838,48.8428,6959.0,1992-03,2.08,17.8,29.8,41.7,13.7,0.57,5.89
2,-113.7838,48.8428,6959.0,1992-04,4.46,23.3,32.9,42.4,21.1,0.53,4.81
2,-113.7838,48.8428,6959.0,1992-05,4.46,28.7,39.9,51.1,22.5,1.26,9.08
2,-113.7838,48.8428,6959.0,1992-06,5.93,38.6,49.6,60.6,33.4,2.05,10.96
2,-113.7838,48.8428,6959.0,1992-07,3.83,38.3,47.5,56.7,35.1,1.62,8.80
2,-113.7838,48.8428,6959.0,1992-08,2.07,37.7,50.1,62.6,31.5,2.99,13.47
2,-113.7838,48.8428,6959.0,1992-09,6.79,32.3,40.4,48.5,24.9,1.50,6.53
2,-113.7838,48.8428,6959.0,1992-10,3.76,28.2,36.3,44.3,21.1,1.66,6.13
2,-113.7838,48.8428,6959.0,1992-11,6.88,16.9,21.7,26.5,12.6,0.64,1.80
