PRISM Time Series Data
Locations: 39
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 800m
Monthly 1981-2010 Normals
Dataset: Norm81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Feb-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
6,-114.0498,48.8902,7532.0,August,2.50,41.6,51.5,61.4,36.6,3.34,11.93
6,-114.0498,48.8902,7532.0,September,4.02,34.9,43.8,52.8,29.9,2.24,9.01
6,-114.0498,48.8902,7532.0,October,5.75,26.6,33.1,39.5,22.3,1.22,4.53
6,-114.0498,48.8902,7532.0,November,9.27,17.6,23.1,28.6,14.0,0.62,2.43
6,-114.0498,48.8902,7532.0,December,9.10,11.8,17.3,22.9,8.3,0.73,1.90
6,-114.0498,48.8902,7532.0,Annual,77.43,25.0,32.9,40.8,20.9,1.43,5.95

7,-113.8300,48.8519,7479.0,January,10.20,12.5,18.3,24.2,9.0,0.78,2.10
7,-113.8300,48.8519,7479.0,February,7.39,12.6,19.7,26.8,9.6,0.84,2.62
7,-113.8300,48.8519,7479.0,March,7.15,15.6,24.1,32.6,12.9,0.92,3.69
7,-113.8300,48.8519,7479.0,April,5.82,21.0,29.8,38.6,19.1,0.69,4.74
7,-113.8300,48.8519,7479.0,May,5.55,28.1,37.6,47.0,25.5,1.14,6.82
7,-113.8300,48.8519,7479.0,June,6.70,34.2,43.5,52.8,31.8,1.52,7.96
7,-113.8300,48.8519,7479.0,July,2.77,41.5,51.6,61.7,36.4,2.39,11.86
7,-113.8300,48.8519,7479.0,August,2.34,41.2,51.4,61.5,36.7,2.52,12.49
7,-113.8300,48.8519,7479.0,September,3.79,34.5,43.7,53.0,29.8,1.81,8.95
7,-113.8300,48.8519,7479.0,October,5.46,26.3,33.0,39.7,22.1,1.37,4.56
7,-113.8300,48.8519,7479.0,November,9.46,17.3,22.9,28.4,13.6,0.93,2.58
7,-113.8300,48.8519,7479.0,December,9.39,11.4,17.0,22.6,8.4,0.69,1.87
7,-113.8300,48.8519,7479.0,Annual,76.02,24.7,32.7,40.7,21.2,1.30,5.85

8,-114.0156,48.9289,7570.0,January,7.49,11.3,17.0,22.7,7.9,0.72,2.00
8,-114.0156,48.9289,7570.0,February,5.04,11.6,18.4,25.3,8.6,0.61,2.43
8,-114.0156,48.9289,7570.0,March,5.20,14.9,23.0,31.2,11.3,0.84,3.62
8,-114.0156,48.9289,7570.0,April,4.95,20.6,29.1,37.6,17.1,0.87,4.85
8,-114.0156,48.9289,7570.0,May,5.06,27.9,37.0,46.1,24.0,1.36,6.99
8,-114.0156,48.9289,7570.0,June,7.08,34.7,43.6,52.4,29.6,2.03,8.84
8,-114.0156,48.9289,7570.0,July,3.21,42.4,52.0,61.5,34.5,2.87,13.01
8,-114.0156,48.9289,7570.0,August,3.02,41.7,51.5,61.2,34.6,3.29,13.01
8,-114.0156,48.9289,7570.0,September,3.65,34.6,43.5,52.4,27.8,2.07,9.49
8,-114.0156,48.9289,7570.0,October,4.99,25.9,32.6,39.2,21.4,1.44,4.61
8,-114.0156,48.9289,7570.0,November,7.25,16.5,22.0,27.5,12.0,0.97,2.52
8,-114.0156,48.9289,7570.0,December,6.34,10.1,15.5,20.8,6.9,0.65,1.70
8,-114.0156,48.9289,7570.0,Annual,63.29,24.3,32.1,39.8,19.6,1.48,6.09

9,-113.7285,48.7467,7239.0,January,10.35,12.6,18.2,23.9,8.3,0.83,2.15
9,-113.7285,48.7467,7239.0,February,8.15,12.9,19.7,26.5,9.4,0.82,2.64
9,-113.7285,48.7467,7239.0,March,7.99,16.2,24.4,32.6,12.4,0.90,3.87
9,-113.7285,48.7467,7239.0,April,6.71,21.7,30.6,39.4,19.1,0.82,5.27
9,-113.7285,48.7467,7239.0,May,7.28,28.8,38.3,47.9,26.6,1.03,7.10
9,-113.7285,48.7467,7239.0,June,8.73,34.9,44.3,53.7,30.9,1.77,9.15
9,-113.7285,48.7467,7239.0,July,3.91,42.1,52.3,62.5,36.3,2.59,13.05
9,-113.7285,48.7467,7239.0,August,3.42,41.9,52.1,62.3,36.4,2.66,13.45
9,-113.7285,48.7467,7239.0,September,5.25,35.2,44.4,53.6,30.2,1.90,9.50
9,-113.7285,48.7467,7239.0,October,7.07,26.8,33.6,40.4,22.0,1.50,4.99
9,-113.7285,48.7467,7239.0,November,10.97,17.8,23.1,28.4,13.4,0.98,2.61
9,-113.7285,48.7467,7239.0,December,9.85,11.7,17.1,22.4,7.7,0.76,1.93
9,-113.7285,48.7467,7239.0,Annual,89.69,25.2,33.2,41.1,21.1,1.38,6.31

10,-113.7516,48.3244,7649.0,January,8.33,12.5,18.1,23.6,9.2,0.74,2.07
10,-113.7516,48.3244,7649.0,February,6.39,12.8,19.5,26.2,10.2,0.78,2.42
10,-113.7516,48.3244,7649.0,March,7.07,16.0,24.0,32.1,13.4,0.49,3.45
10,-113.7516,48.3244,7649.0,April,5.86,21.2,29.8,38.4,17.7,0.92,4.80
10,-113.7516,48.3244,7649.0,May,6.03,28.7,37.7,46.7,25.1,1.27,6.71
10,-113.7516,48.3244,7649.0,June,6.92,35.3,44.1,52.9,32.5,1.50,7.87
10,-113.7516,48.3244,7649.0,July,3.05,42.8,52.5,62.3,38.0,1.94,12.00
10,-113.7516,48.3244,7649.0,August,2.58,42.8,52.2,61.6,37.3,2.61,12.03
10,-113.7516,48.3244,7649.0,September,3.68,35.8,43.7,51.7,31.6,2.31,7.94
10,-113.7516,48.3244,7649.0,October,4.70,26.7,32.7,38.7,23.1,1.36,4.04
10,-113.7516,48.3244,7649.0,November,7.88,17.4,22.7,28.0,15.0,0.78,2.23
10,-113.7516,48.3244,7649.0,December,7.56,11.3,16.7,22.0,9.0,0.61,1.73
10,-113.7516,48.3244,7649.0,Annual,70.05,25.3,32.8,40.3,21.9,1.27,5.61

11,-113.7270,48.7524,6872.0,January,10.33,12.5,18.1,23.7,8.1,0.83,2.17
11,-113.7270,48.7524,6872.0,February,8.13,12.9,19.6,26.4,9.0,0.84,2.67
11,-113.7270,48.7524,6872.0,March,7.95,16.3,24.5,32.8,12.4,0.92,3.90
11,-113.7270,48.7524,6872.0,April,6.70,22.2,31.4,40.7,19.3,0.85,5.69
11,-113.7270,48.7524,6872.0,May,7.26,29.3,39.2,49.1,27.1,1.00,7.60
11,-113.7270,48.7524,6872.0,June,8.71,35.1,45.0,55.0,31.1,1.72,9.82
11,-113.7270,48.7524,6872.0,July,3.89,42.0,52.9,63.8,36.1,2.71,14.11
11,-113.7270,48.7524,6872.0,August,3.41,41.8,52.7,63.6,36.1,2.71,14.58
11,-113.7270,48.7524,6872.0,September,5.23,35.1,45.0,54.8,29.8,2.01,10.30
11,-113.7270,48.7524,6872.0,October,7.02,27.0,34.2,41.5,22.2,1.53,5.30
11,-113.7270,48.7524,6872.0,November,10.92,18.1,23.3,28.6,13.8,0.99,2.60
11,-113.7270,48.7524,6872.0,December,9.83,11.8,17.1,22.4,7.7,0.77,1.94
11,-113.7270,48.7524,6872.0,Annual,89.38,25.3,33.6,41.9,21.0,1.41,6.72

12,-114.2290,48.9500,6595.0,January,8.10,11.8,17.6,23.3,9.3,0.67,1.89
12,-114.2290,48.9500,6595.0,February,6.23,12.3,19.2,26.0,10.3,0.72,2.45
12,-114.2290,48.9500,6595.0,March,6.40,16.0,24.2,32.5,13.3,0.85,3.75
12,-114.2290,48.9500,6595.0,April,5.32,22.1,31.4,40.7,18.8,0.93,5.74
12,-114.2290,48.9500,6595.0,May,5.79,29.3,39.3,49.3,25.6,1.31,8.09
12,-114.2290,48.9500,6595.0,June,6.84,35.3,45.5,55.6,31.8,1.68,10.12
12,-114.2290,48.9500,6595.0,July,3.06,41.9,53.2,64.5,37.7,2.04,14.06
12,-114.2290,48.9500,6595.0,August,2.71,41.2,52.8,64.3,37.6,2.33,14.66
12,-114.2290,48.9500,6595.0,September,4.23,34.6,44.8,54.9,31.0,1.64,10.14
12,-114.2290,48.9500,6595.0,October,5.62,26.8,34.2,41.6,23.8,1.33,5.06
12,-114.2290,48.9500,6595.0,November,8.64,17.8,23.0,28.3,14.8,0.84,2.38
12,-114.2290,48.9500,6595.0,December,7.47,11.1,16.5,21.9,8.7,0.61,1.68
12,-114.2290,48.9500,6595.0,Annual,70.41,25.0,33.5,41.9,21.9,1.25,6.67

13,-113.7287,48.5887,7947.0,January,11.66,11.0,16.7,22.5,7.2,0.75,1.97
13,-113.7287,48.5887,7947.0,February,8.78,11.3,18.2,25.0,7.3,0.85,2.48
13,-113.7287,48.5887,7947.0,March,8.42,14.5,22.7,30.9,9.8,1.01,3.57
13,-113.7287,48.5887,7947.0,April,7.14,19.9,28.5,37.2,18.0,0.71,4.51
13,-113.7287,48.5887,7947.0,May,7.49,27.2,36.4,45.6,24.6,1.03,6.44
13,-113.7287,48.5887,7947.0,June,8.88,33.5,42.6,51.8,28.6,1.99,8.37
13,-113.7287,48.5887,7947.0,July,3.86,41.0,51.0,60.9,34.8,2.28,12.21
13,-113.7287,48.5887,7947.0,August,3.44,40.9,50.7,60.4,35.1,2.42,12.09
13,-113.7287,48.5887,7947.0,September,5.27,34.1,42.6,51.2,28.3,2.03,8.41
13,-113.7287,48.5887,7947.0,October,7.43,25.2,31.7,38.2,20.5,1.46,4.32
13,-113.7287,48.5887,7947.0,November,11.88,16.0,21.4,26.9,11.2,0.98,2.52
13,-113.7287,48.5887,7947.0,December,11.00,10.0,15.5,20.9,6.2,0.71,1.84
13,-113.7287,48.5887,7947.0,Annual,95.25,23.7,31.5,39.3,19.3,1.35,5.72

14,-114.0508,48.9856,7125.0,January,6.74,10.5,16.4,22.2,9.7,0.52,1.75
14,-114.0508,48.9856,7125.0,February,4.60,11.3,18.2,25.1,11.2,0.53,2.31
14,-114.0508,48.9856,7125.0,March,4.97,14.6,22.8,31.0,13.9,0.63,3.44
14,-114.0508,48.9856,7125.0,April,4.41,20.7,29.5,38.4,18.3,0.80,5.31
14,-114.0508,48.9856,7125.0,May,4.60,27.7,37.3,47.0,24.8,1.13,7.65
14,-114.0508,48.9856,7125.0,June,6.59,34.0,43.9,53.7,31.7,1.37,9.36
14,-114.0508,48.9856,7125.0,July,3.20,40.8,51.8,62.8,37.7,2.36,12.71
14,-114.0508,48.9856,7125.0,August,2.96,40.1,51.2,62.4,37.2,2.83,13.71
14,-114.0508,48.9856,7125.0,September,3.49,33.3,43.3,53.3,30.4,1.84,9.59
14,-114.0508,48.9856,7125.0,October,4.47,25.7,33.0,40.2,23.4,1.18,4.82
14,-114.0508,48.9856,7125.0,November,6.70,16.6,22.0,27.3,16.1,0.55,2.03
14,-114.0508,48.9856,7125.0,December,5.52,10.1,15.5,21.0,9.7,0.43,1.46
14,-114.0508,48.9856,7125.0,Annual,58.24,23.8,32.1,40.4,22.0,1.18,6.18

15,-114.0447,48.9649,7223.0,January,7.33,10.5,16.1,21.7,9.2,0.53,1.74
15,-114.0447,48.9649,7223.0,February,4.81,11.1,17.8,24.4,10.5,0.57,2.18
15,-114.0447,48.9649,7223.0,March,5.14,14.6,22.6,30.5,13.3,0.71,3.34
15,-114.0447,48.9649,7223.0,April,4.79,20.6,29.4,38.2,17.9,0.87,5.17
15,-114.0447,48.9649,7223.0,May,5.03,27.8,37.3,46.8,24.8,1.13,7.21
15,-114.0447,48.9649,7223.0,June,6.94,34.0,43.7,53.4,31.2,1.55,8.86
15,-114.0447,48.9649,7223.0,July,3.24,40.8,51.7,62.5,37.0,2.40,12.33
15,-114.0447,48.9649,7223.0,August,2.94,40.0,51.0,62.0,36.2,2.40,13.28
15,-114.0447,48.9649,7223.0,September,3.69,33.2,43.2,53.1,29.7,1.59,9.34
15,-114.0447,48.9649,7223.0,October,4.85,25.4,32.6,39.8,23.2,1.13,4.61
15,-114.0447,48.9649,7223.0,November,7.30,16.3,21.5,26.7,14.6,0.63,2.07
15,-114.0447,48.9649,7223.0,December,5.87,9.7,15.1,20.4,9.0,0.45,1.43
15,-114.0447,48.9649,7223.0,Annual,61.92,23.7,31.8,40.0,21.4,1.16,5.96

16,-113.8133,48.8428,7559.0,January,9.97,12.5,18.3,24.2,9.2,0.76,2.06
16,-113.8133,48.8428,7559.0,February,7.26,12.5,19.7,26.8,9.9,0.75,2.57
16,-113.8133,48.8428,7559.0,March,7.04,15.5,24.0,32.5,12.8,0.78,3.61
16,-113.8133,48.8428,7559.0,April,5.74,20.8,29.5,38.3,18.9,0.66,4.64
16,-113.8133,48.8428,7559.0,May,5.53,27.9,37.4,46.8,25.5,1.13,6.70
16,-113.8133,48.8428,7559.0,June,6.67,34.0,43.3,52.6,31.0,1.67,8.09
16,-113.8133,48.8428,7559.0,July,2.78,41.4,51.4,61.5,36.3,2.76,12.05
16,-113.8133,48.8428,7559.0,August,2.36,41.2,51.2,61.3,35.7,3.20,12.51
16,-113.8133,48.8428,7559.0,September,3.79,34.4,43.6,52.8,29.2,1.99,8.92
16,-113.8133,48.8428,7559.0,October,5.43,26.2,32.9,39.6,21.7,1.39,4.58
16,-113.8133,48.8428,7559.0,November,9.33,17.2,22.8,28.3,13.1,0.97,2.60
16,-113.8133,48.8428,7559.0,December,9.19,11.3,17.0,22.6,8.1,0.71,1.88
16,-113.8133,48.8428,7559.0,Annual,75.08,24.6,32.6,40.6,20.9,1.40,5.85

17,-113.7021,48.6002,7107.0,January,10.58,12.1,17.6,23.0,8.0,0.79,2.02
17,-113.7021,48.6002,7107.0,February,8.63,12.7,19.1,25.5,8.2,0.90,2.57
17,-113.7021,48.6002,7107.0,March,8.56,16.2,24.0,31.9,11.4,1.09,3.67
17,-113.7021,48.6002,7107.0,April,7.04,22.0,31.0,40.1,19.9,0.75,5.13
17,-113.7021,48.6002,7107.0,May,7.10,29.3,38.9,48.4,26.1,1.26,7.41
17,-113.7021,48.6002,7107.0,June,8.37,35.3,45.0,54.7,29.6,2.24,9.62
17,-113.7021,48.6002,7107.0,July,3.70,42.3,53.1,63.8,35.7,2.76,14.01
17,-113.7021,48.6002,7107.0,August,3.29,42.2,52.8,63.3,35.8,2.66,14.05
17,-113.7021,48.6002,7107.0,September,5.07,35.5,44.7,53.8,29.4,2.23,9.61
17,-113.7021,48.6002,7107.0,October,6.82,26.8,33.7,40.6,20.9,1.74,5.19
17,-113.7021,48.6002,7107.0,November,10.97,17.6,22.7,27.7,12.0,1.08,2.65
17,-113.7021,48.6002,7107.0,December,9.98,11.3,16.5,21.7,6.3,0.80,1.95
17,-113.7021,48.6002,7107.0,Annual,90.10,25.3,33.2,41.2,20.3,1.53,6.49

18,-114.1964,48.9300,7939.0,January,11.48,11.5,17.2,22.9,7.7,0.76,2.07
18,-114.1964,48.9300,7939.0,February,8.20,11.6,18.5,25.4,8.7,0.70,2.39
18,-114.1964,48.9300,7939.0,March,7.65,14.7,22.9,31.1,11.1,0.86,3.51
18,-114.1964,48.9300,7939.0,April,6.86,19.9,28.2,36.6,16.4,0.88,4.38
18,-114.1964,48.9300,7939.0,May,6.25,26.8,35.9,45.0,23.2,1.22,6.25
18,-114.1964,48.9300,7939.0,June,7.32,33.1,42.2,51.2,28.9,1.70,7.80
18,-114.1964,48.9300,7939.0,July,2.96,40.7,50.4,60.2,35.8,2.83,11.78
18,-114.1964,48.9300,7939.0,August,2.60,40.3,50.2,60.0,35.3,3.03,11.85
18,-114.1964,48.9300,7939.0,September,4.07,33.5,42.3,51.1,29.0,1.99,8.32
18,-114.1964,48.9300,7939.0,October,5.48,25.4,31.7,38.0,21.2,1.39,4.04
18,-114.1964,48.9300,7939.0,November,9.65,16.2,21.7,27.2,12.7,0.87,2.33
18,-114.1964,48.9300,7939.0,December,10.30,10.3,15.7,21.1,7.3,0.65,1.73
18,-114.1964,48.9300,7939.0,Annual,82.80,23.7,31.4,39.2,19.8,1.41,5.54

19,-113.6326,48.6019,7468.0,January,11.23,12.6,18.3,24.1,7.4,0.90,2.27
19,-113.6326,48.6019,7468.0,February,8.66,12.8,19.7,26.7,7.8,0.90,2.82
19,-113.6326,48.6019,7468.0,March,8.65,15.9,24.2,32.5,10.9,0.95,3.93
19,-113.6326,48.6019,7468.0,April,7.15,21.2,30.0,38.8,19.1,0.68,5.07
19,-113.6326,48.6019,7468.0,May,7.32,28.4,37.8,47.2,25.4,1.23,7.53
19,-113.6326,48.6019,7468.0,June,8.64,34.4,44.0,53.6,28.5,2.18,9.78
19,-113.6326,48.6019,7468.0,July,3.81,41.8,52.3,62.7,35.5,2.60,13.76
19,-113.6326,48.6019,7468.0,August,3.35,41.6,51.9,62.2,35.2,2.70,14.34
19,-113.6326,48.6019,7468.0,September,5.20,34.8,43.8,52.7,28.6,2.31,9.73
19,-113.6326,48.6019,7468.0,October,6.96,26.5,33.1,39.7,20.5,1.60,5.02
19,-113.6326,48.6019,7468.0,November,11.37,17.4,22.8,28.3,12.1,1.08,2.74
19,-113.6326,48.6019,7468.0,December,10.55,11.5,17.0,22.5,6.4,0.84,2.06
19,-113.6326,48.6019,7468.0,Annual,92.89,24.9,32.9,40.9,19.8,1.50,6.59

20,-113.5127,48.4768,6723.0,January,8.43,12.8,18.6,24.5,9.5,0.77,2.13
20,-113.5127,48.4768,6723.0,February,6.42,13.3,20.2,27.2,10.2,0.86,2.74
20,-113.5127,48.4768,6723.0,March,7.01,16.8,25.1,33.4,13.7,0.87,3.88
20,-113.5127,48.4768,6723.0,April,5.79,22.9,32.2,41.5,20.9,0.68,5.64
20,-113.5127,48.4768,6723.0,May,5.80,30.1,40.0,49.9,27.2,1.13,8.06
20,-113.5127,48.4768,6723.0,June,6.35,36.4,46.6,56.8,32.9,1.74,10.44
20,-113.5127,48.4768,6723.0,July,2.77,43.2,54.6,66.1,38.0,2.31,15.33
20,-113.5127,48.4768,6723.0,August,2.53,42.9,54.3,65.7,38.0,2.26,15.56
20,-113.5127,48.4768,6723.0,September,3.91,36.1,46.0,55.8,31.5,1.95,10.47
20,-113.5127,48.4768,6723.0,October,4.88,27.7,35.2,42.6,23.0,1.55,5.70
20,-113.5127,48.4768,6723.0,November,8.14,18.9,24.3,29.7,15.1,0.99,2.78
20,-113.5127,48.4768,6723.0,December,7.82,12.2,17.7,23.3,8.5,0.76,2.01
20,-113.5127,48.4768,6723.0,Annual,69.86,26.1,34.6,43.0,22.4,1.32,7.07

21,-113.8293,48.9460,7236.0,January,6.49,9.9,15.8,21.7,7.3,0.64,1.86
21,-113.8293,48.9460,7236.0,February,4.37,10.9,17.8,24.6,8.0,0.76,2.32
21,-113.8293,48.9460,7236.0,March,4.68,14.1,22.2,30.3,11.2,0.80,3.37
21,-113.8293,48.9460,7236.0,April,4.06,20.4,29.4,38.5,18.2,0.81,4.99
21,-113.8293,48.9460,7236.0,May,5.08,27.7,37.4,47.1,25.3,1.04,7.17
21,-113.8293,48.9460,7236.0,June,7.00,34.4,44.0,53.6,30.2,1.82,9.01
21,-113.8293,48.9460,7236.0,July,3.16,41.3,51.9,62.6,35.4,2.13,12.97
21,-113.8293,48.9460,7236.0,August,2.96,40.6,51.5,62.3,35.3,2.73,13.68
21,-113.8293,48.9460,7236.0,September,3.73,33.6,43.5,53.4,28.7,2.00,9.76
21,-113.8293,48.9460,7236.0,October,5.16,25.3,32.8,40.3,20.5,1.54,5.13
21,-113.8293,48.9460,7236.0,November,5.75,16.2,21.5,26.9,12.0,0.92,2.46
21,-113.8293,48.9460,7236.0,December,5.19,9.8,15.2,20.6,6.2,0.67,1.77
21,-113.8293,48.9460,7236.0,Annual,57.64,23.7,31.9,40.2,19.9,1.32,6.21

22,-113.7656,48.7879,6938.0,January,9.15,11.8,17.6,23.5,7.6,0.81,2.18
22,-113.7656,48.7879,6938.0,February,7.15,12.4,19.2,26.1,8.5,0.88,2.63
22,-113.7656,48.7879,6938.0,March,6.97,15.9,24.2,32.4,12.4,0.82,3.77
22,-113.7656,48.7879,6938.0,April,5.77,21.8,31.1,40.3,19.9,0.85,5.34
22,-113.7656,48.7879,6938.0,May,6.07,28.8,38.8,48.9,26.4,1.03,7.74
