PRISM Time Series Data
Locations: 39
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1971-01 - 1985-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Feb-14
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1,-114.1578,48.9339,6617.0,1976-04,4.46,24.3,33.0,41.7,17.0,1.26,5.91
1,-114.1578,48.9339,6617.0,1976-05,3.03,31.7,42.6,53.4,21.8,2.13,10.09
1,-114.1578,48.9339,6617.0,1976-06,5.87,33.1,42.3,51.4,26.6,1.56,8.36
1,-114.1578,48.9339,6617.0,1976-07,3.33,42.9,53.6,64.3,35.7,2.36,13.79
1,-114.1578,48.9339,6617.0,1976-08,3.68,41.8,51.4,61.0,39.0,1.06,10.49
1,-114.1578,48.9339,6617.0,1976-09,1.60,39.0,49.4,59.8,31.7,2.10,11.67
1,-114.1578,48.9339,6617.0,1976-10,2.53,27.3,35.6,43.8,18.6,1.46,6.45
1,-114.1578,48.9339,6617.0,1976-11,6.66,21.1,27.4,33.6,11.0,1.46,3.81
1,-114.1578,48.9339,6617.0,1976-12,6.86,16.3,22.2,28.0,9.2,0.92,2.69
1,-114.1578,48.9339,6617.0,1977-01,5.94,8.2,14.2,20.3,2.6,0.58,1.81
1,-114.1578,48.9339,6617.0,1977-02,5.82,18.6,25.6,32.5,10.2,1.11,3.71
1,-114.1578,48.9339,6617.0,1977-03,7.00,13.6,21.2,28.9,10.1,0.50,2.98
1,-114.1578,48.9339,6617.0,1977-04,0.90,24.9,35.1,45.4,16.7,1.35,7.70
1,-114.1578,48.9339,6617.0,1977-05,3.60,29.2,38.5,47.8,25.4,0.86,6.89
1,-114.1578,48.9339,6617.0,1977-06,1.16,38.1,49.7,61.3,31.0,1.97,12.94
1,-114.1578,48.9339,6617.0,1977-07,4.28,40.3,51.2,62.2,36.2,1.28,12.20
1,-114.1578,48.9339,6617.0,1977-08,6.18,39.7,49.9,60.2,38.7,0.49,10.45
1,-114.1578,48.9339,6617.0,1977-09,3.70,32.6,41.8,50.9,31.9,0.51,6.92
1,-114.1578,48.9339,6617.0,1977-10,3.23,26.5,34.6,42.8,21.5,1.04,5.38
1,-114.1578,48.9339,6617.0,1977-11,12.23,12.8,18.7,24.6,10.6,0.43,1.96
1,-114.1578,48.9339,6617.0,1977-12,19.09,6.2,13.0,19.9,7.3,0.23,1.51
1,-114.1578,48.9339,6617.0,1978-01,12.30,8.1,14.4,20.7,9.9,0.24,1.30
1,-114.1578,48.9339,6617.0,1978-02,5.58,12.9,19.9,26.9,13.2,0.28,1.94
1,-114.1578,48.9339,6617.0,1978-03,3.36,18.5,26.9,35.4,14.1,0.60,4.24
1,-114.1578,48.9339,6617.0,1978-04,4.95,23.0,31.1,39.3,22.9,0.18,4.00
1,-114.1578,48.9339,6617.0,1978-05,7.30,28.4,36.7,45.1,25.9,0.63,5.62
1,-114.1578,48.9339,6617.0,1978-06,5.00,37.2,47.6,58.0,30.1,1.83,10.99
1,-114.1578,48.9339,6617.0,1978-07,6.64,42.7,53.0,63.4,40.1,1.16,11.81
1,-114.1578,48.9339,6617.0,1978-08,4.68,40.4,50.3,60.2,36.7,1.35,11.11
1,-114.1578,48.9339,6617.0,1978-09,4.23,36.1,44.8,53.5,34.9,0.65,7.29
1,-114.1578,48.9339,6617.0,1978-10,2.31,28.4,37.5,46.6,20.5,1.43,7.31
1,-114.1578,48.9339,6617.0,1978-11,7.57,13.9,20.6,27.3,10.8,0.63,2.71
1,-114.1578,48.9339,6617.0,1978-12,9.34,2.4,8.9,15.5,0.8,0.33,1.40
1,-114.1578,48.9339,6617.0,1979-01,4.53,-2.6,4.5,11.7,-6.0,0.35,1.14
1,-114.1578,48.9339,6617.0,1979-02,14.53,7.9,15.3,22.7,11.8,0.13,1.29
1,-114.1578,48.9339,6617.0,1979-03,4.68,16.8,25.8,34.7,11.8,0.75,4.16
1,-114.1578,48.9339,6617.0,1979-04,6.47,20.3,29.4,38.4,18.2,0.46,4.55
1,-114.1578,48.9339,6617.0,1979-05,4.12,28.2,38.8,49.5,24.0,0.96,8.09
1,-114.1578,48.9339,6617.0,1979-06,2.71,37.6,48.0,58.4,29.5,2.22,11.87
1,-114.1578,48.9339,6617.0,1979-07,1.90,43.9,55.1,66.3,36.8,2.40,15.04
1,-114.1578,48.9339,6617.0,1979-08,1.71,43.4,55.1,66.8,39.6,1.37,14.32
1,-114.1578,48.9339,6617.0,1979-09,1.24,39.4,50.2,61.0,30.5,2.45,12.85
1,-114.1578,48.9339,6617.0,1979-10,4.50,29.7,38.0,46.3,25.8,1.05,6.18
1,-114.1578,48.9339,6617.0,1979-11,2.06,16.4,22.8,29.1,6.3,1.17,3.31
1,-114.1578,48.9339,6617.0,1979-12,14.27,17.5,23.3,29.1,14.8,0.61,2.35
1,-114.1578,48.9339,6617.0,1980-01,7.73,1.8,8.9,16.0,-0.5,0.40,1.50
1,-114.1578,48.9339,6617.0,1980-02,5.40,15.2,22.2,29.3,13.8,0.42,2.40
1,-114.1578,48.9339,6617.0,1980-03,9.67,12.9,20.8,28.6,10.7,0.38,2.80
1,-114.1578,48.9339,6617.0,1980-04,5.08,27.0,36.5,46.1,22.7,0.98,6.83
1,-114.1578,48.9339,6617.0,1980-05,7.71,33.1,43.4,53.7,30.7,0.78,8.58
1,-114.1578,48.9339,6617.0,1980-06,6.09,36.1,46.0,56.0,32.7,1.06,8.99
1,-114.1578,48.9339,6617.0,1980-07,1.90,42.2,53.3,64.5,37.3,1.65,13.41
1,-114.1578,48.9339,6617.0,1980-08,4.96,36.9,47.2,57.4,36.2,0.52,9.16
1,-114.1578,48.9339,6617.0,1980-09,5.43,35.6,44.7,53.8,33.4,0.89,7.80
1,-114.1578,48.9339,6617.0,1980-10,3.14,30.2,38.4,46.5,23.2,1.59,7.21
1,-114.1578,48.9339,6617.0,1980-11,9.36,20.7,26.7,32.6,9.4,1.56,3.89
1,-114.1578,48.9339,6617.0,1980-12,16.70,14.8,20.8,26.8,14.9,0.37,1.93
1,-114.1578,48.9339,6617.0,1981-01,1.94,19.2,25.1,30.9,8.5,1.37,3.51
1,-114.1578,48.9339,6617.0,1981-02,8.70,14.4,21.3,28.1,10.4,0.61,2.63
1,-114.1578,48.9339,6617.0,1981-03,4.42,19.6,28.7,37.8,8.9,1.13,5.57
1,-114.1578,48.9339,6617.0,1981-04,8.70,22.2,30.9,39.7,15.3,0.90,5.21
1,-114.1578,48.9339,6617.0,1981-05,6.71,31.1,40.3,49.4,26.7,0.93,7.03
1,-114.1578,48.9339,6617.0,1981-06,11.94,32.3,41.3,50.3,25.5,1.30,7.40
1,-114.1578,48.9339,6617.0,1981-07,4.75,41.2,51.6,61.9,34.3,1.78,12.13
1,-114.1578,48.9339,6617.0,1981-08,0.59,45.5,57.2,69.0,37.3,2.51,17.06
1,-114.1578,48.9339,6617.0,1981-09,2.20,36.6,47.0,57.3,28.2,1.99,11.45
1,-114.1578,48.9339,6617.0,1981-10,3.14,25.1,32.9,40.7,21.8,0.69,4.57
1,-114.1578,48.9339,6617.0,1981-11,5.56,22.6,28.8,35.0,13.7,1.32,3.95
1,-114.1578,48.9339,6617.0,1981-12,8.98,8.9,15.0,21.0,6.0,0.40,1.77
1,-114.1578,48.9339,6617.0,1982-01,12.57,1.6,8.6,15.7,3.7,0.08,1.19
1,-114.1578,48.9339,6617.0,1982-02,10.86,7.1,14.0,20.9,5.5,0.30,1.74
1,-114.1578,48.9339,6617.0,1982-03,7.49,13.4,21.7,30.1,11.8,0.26,2.92
1,-114.1578,48.9339,6617.0,1982-04,7.94,17.2,25.9,34.5,9.2,0.88,4.57
1,-114.1578,48.9339,6617.0,1982-05,4.89,26.9,37.5,48.0,19.3,0.94,7.82
1,-114.1578,48.9339,6617.0,1982-06,3.13,37.8,48.0,58.2,31.8,1.28,11.28
1,-114.1578,48.9339,6617.0,1982-07,4.54,41.0,51.4,61.9,34.8,1.49,11.26
1,-114.1578,48.9339,6617.0,1982-08,1.28,41.2,52.5,63.8,35.6,1.32,12.32
1,-114.1578,48.9339,6617.0,1982-09,3.56,34.6,44.1,53.7,29.6,1.11,8.04
1,-114.1578,48.9339,6617.0,1982-10,4.10,26.4,34.3,42.1,21.8,0.81,4.90
1,-114.1578,48.9339,6617.0,1982-11,7.17,12.3,18.8,25.2,6.3,0.60,2.29
1,-114.1578,48.9339,6617.0,1982-12,8.83,9.7,15.6,21.5,5.4,0.46,1.76
1,-114.1578,48.9339,6617.0,1983-01,12.51,16.3,22.4,28.6,8.3,0.88,2.85
1,-114.1578,48.9339,6617.0,1983-02,6.16,18.4,24.6,30.8,12.9,0.56,2.86
1,-114.1578,48.9339,6617.0,1983-03,6.61,17.6,25.4,33.1,16.0,0.19,2.77
1,-114.1578,48.9339,6617.0,1983-04,4.68,20.5,30.6,40.8,14.4,0.65,5.93
1,-114.1578,48.9339,6617.0,1983-05,2.93,29.6,40.2,50.7,20.0,1.39,9.89
1,-114.1578,48.9339,6617.0,1983-06,3.54,36.1,45.7,55.3,27.8,1.45,9.53
1,-114.1578,48.9339,6617.0,1983-07,5.01,41.6,51.4,61.2,33.1,1.85,11.17
1,-114.1578,48.9339,6617.0,1983-08,1.14,46.5,57.7,69.0,38.9,2.13,15.66
1,-114.1578,48.9339,6617.0,1983-09,3.14,31.9,42.1,52.3,26.2,1.07,8.09
1,-114.1578,48.9339,6617.0,1983-10,2.97,28.2,36.2,44.2,19.1,1.60,6.06
1,-114.1578,48.9339,6617.0,1983-11,10.60,19.6,24.3,29.1,16.7,0.46,2.00
1,-114.1578,48.9339,6617.0,1983-12,5.11,-3.4,4.1,11.5,-7.6,0.25,1.11
1,-114.1578,48.9339,6617.0,1984-01,10.04,14.5,19.9,25.2,6.6,0.78,2.21
1,-114.1578,48.9339,6617.0,1984-02,4.49,19.9,26.1,32.4,7.3,1.24,3.72
1,-114.1578,48.9339,6617.0,1984-03,6.87,17.5,25.3,33.2,14.2,0.40,3.15
1,-114.1578,48.9339,6617.0,1984-04,5.77,21.9,31.7,41.4,15.7,0.79,5.62
1,-114.1578,48.9339,6617.0,1984-05,7.40,27.0,36.6,46.2,20.2,1.04,6.70
1,-114.1578,48.9339,6617.0,1984-06,3.92,34.1,44.9,55.7,26.7,1.38,9.91
1,-114.1578,48.9339,6617.0,1984-07,0.93,43.3,55.4,67.5,34.4,2.41,16.88
1,-114.1578,48.9339,6617.0,1984-08,1.01,44.0,55.9,67.8,34.9,2.41,16.36
1,-114.1578,48.9339,6617.0,1984-09,6.02,29.6,38.5,47.4,24.5,0.89,6.59
1,-114.1578,48.9339,6617.0,1984-10,10.05,22.7,29.6,36.4,19.5,0.63,3.36
1,-114.1578,48.9339,6617.0,1984-11,7.86,16.6,21.9,27.1,11.2,0.62,2.16
1,-114.1578,48.9339,6617.0,1984-12,10.18,3.7,10.3,16.9,1.0,0.33,1.31
1,-114.1578,48.9339,6617.0,1985-01,1.41,8.1,15.9,23.6,2.7,0.53,2.09
1,-114.1578,48.9339,6617.0,1985-02,7.10,4.8,11.6,18.3,0.9,0.40,1.55
1,-114.1578,48.9339,6617.0,1985-03,4.81,13.7,22.4,31.0,3.6,0.92,3.76
1,-114.1578,48.9339,6617.0,1985-04,7.06,23.3,31.3,39.3,15.4,1.09,4.99
1,-114.1578,48.9339,6617.0,1985-05,3.87,31.5,42.1,52.6,23.6,1.45,9.34
1,-114.1578,48.9339,6617.0,1985-06,6.46,34.6,44.9,55.2,24.0,1.99,10.46
1,-114.1578,48.9339,6617.0,1985-07,0.41,44.6,58.1,71.6,34.0,3.19,22.89
1,-114.1578,48.9339,6617.0,1985-08,4.78,38.6,49.4,60.2,32.3,1.51,10.97
1,-114.1578,48.9339,6617.0,1985-09,9.57,28.5,36.1,43.7,27.0,0.36,4.87
1,-114.1578,48.9339,6617.0,1985-10,9.46,24.4,30.9,37.3,19.4,0.86,3.51
1,-114.1578,48.9339,6617.0,1985-11,9.15,2.7,8.7,14.7,2.4,0.20,1.14
1,-114.1578,48.9339,6617.0,1985-12,2.05,14.1,18.5,22.8,5.4,0.87,1.77

2,-113.7838,48.8428,6959.0,1971-01,19.29,4.6,11.0,17.3,9.5,0.00,0.96
2,-113.7838,48.8428,6959.0,1971-02,6.71,12.3,19.5,26.6,10.3,0.36,2.45
2,-113.7838,48.8428,6959.0,1971-03,10.07,10.1,18.3,26.5,8.1,0.28,2.68
2,-113.7838,48.8428,6959.0,1971-04,4.03,21.7,30.5,39.3,17.1,0.72,5.04
2,-113.7838,48.8428,6959.0,1971-05,3.38,30.1,40.9,51.7,27.8,0.52,8.30
2,-113.7838,48.8428,6959.0,1971-06,6.75,33.5,43.0,52.5,29.1,0.99,8.21
2,-113.7838,48.8428,6959.0,1971-07,2.82,39.1,50.8,62.5,32.1,1.74,13.53
2,-113.7838,48.8428,6959.0,1971-08,1.66,49.2,60.0,70.9,36.2,4.05,19.11
2,-113.7838,48.8428,6959.0,1971-09,3.57,30.2,39.1,48.1,25.8,0.92,6.87
2,-113.7838,48.8428,6959.0,1971-10,5.48,25.1,32.3,39.5,20.9,0.81,4.45
2,-113.7838,48.8428,6959.0,1971-11,9.10,17.0,22.6,28.1,14.5,0.45,2.22
2,-113.7838,48.8428,6959.0,1971-12,13.27,4.0,10.4,16.7,5.5,0.18,1.23
2,-113.7838,48.8428,6959.0,1972-01,19.06,-0.6,6.3,13.2,4.1,0.01,0.91
2,-113.7838,48.8428,6959.0,1972-02,15.95,9.9,17.0,24.1,10.6,0.15,1.92
2,-113.7838,48.8428,6959.0,1972-03,8.48,16.7,25.2,33.8,14.9,0.31,3.60
2,-113.7838,48.8428,6959.0,1972-04,6.22,18.6,27.8,36.9,14.1,0.64,4.70
2,-113.7838,48.8428,6959.0,1972-05,5.30,28.9,39.0,49.2,26.7,0.48,7.18
2,-113.7838,48.8428,6959.0,1972-06,2.27,36.0,47.0,57.9,32.9,0.80,10.51
2,-113.7838,48.8428,6959.0,1972-07,5.76,37.7,48.6,59.6,33.0,1.20,11.49
2,-113.7838,48.8428,6959.0,1972-08,3.84,43.9,55.2,66.5,38.4,1.74,14.88
2,-113.7838,48.8428,6959.0,1972-09,4.53,27.4,37.2,46.9,25.8,0.39,6.47
2,-113.7838,48.8428,6959.0,1972-10,4.30,26.2,33.7,41.2,21.9,0.87,4.89
2,-113.7838,48.8428,6959.0,1972-11,2.77,17.6,23.0,28.4,15.9,0.38,2.14
2,-113.7838,48.8428,6959.0,1972-12,10.90,4.2,10.0,15.8,5.5,0.05,1.12
2,-113.7838,48.8428,6959.0,1973-01,6.93,7.7,14.1,20.5,4.0,0.47,1.86
2,-113.7838,48.8428,6959.0,1973-02,3.18,13.4,21.1,28.8,8.1,0.64,3.02
2,-113.7838,48.8428,6959.0,1973-03,2.21,16.0,24.3,32.7,10.3,0.78,3.86
2,-113.7838,48.8428,6959.0,1973-04,5.28,18.1,28.1,38.0,15.4,0.47,4.82
2,-113.7838,48.8428,6959.0,1973-05,3.12,29.0,40.1,51.2,18.0,1.85,9.66
2,-113.7838,48.8428,6959.0,1973-06,3.47,34.8,45.0,55.1,27.1,1.78,10.15
2,-113.7838,48.8428,6959.0,1973-07,0.28,41.3,53.4,65.5,30.8,2.81,16.00
2,-113.7838,48.8428,6959.0,1973-08,1.77,42.2,53.6,64.9,32.4,2.80,15.28
2,-113.7838,48.8428,6959.0,1973-09,4.68,34.3,44.0,53.7,30.4,1.07,8.52
2,-113.7838,48.8428,6959.0,1973-10,6.57,26.8,33.5,40.2,20.7,1.19,4.65
2,-113.7838,48.8428,6959.0,1973-11,22.95,10.5,16.1,21.7,14.2,0.04,1.08
2,-113.7838,48.8428,6959.0,1973-12,15.41,13.6,18.8,24.0,12.2,0.35,1.61
2,-113.7838,48.8428,6959.0,1974-01,29.74,3.0,9.3,15.5,3.1,0.19,1.30
2,-113.7838,48.8428,6959.0,1974-02,14.38,13.2,19.6,26.1,11.0,0.38,2.18
2,-113.7838,48.8428,6959.0,1974-03,15.29,10.9,19.7,28.4,10.0,0.21,2.84
2,-113.7838,48.8428,6959.0,1974-04,6.52,23.7,32.3,40.9,19.1,0.84,5.18
2,-113.7838,48.8428,6959.0,1974-05,5.85,25.2,34.3,43.5,21.8,0.70,5.72
2,-113.7838,48.8428,6959.0,1974-06,3.46,38.9,49.8,60.6,30.0,2.46,12.95
2,-113.7838,48.8428,6959.0,1974-07,1.46,43.2,53.4,63.7,34.8,2.57,13.61
2,-113.7838,48.8428,6959.0,1974-08,3.59,37.3,48.2,59.1,35.3,0.69,10.63
2,-113.7838,48.8428,6959.0,1974-09,2.86,33.9,44.2,54.4,22.1,2.47,10.73
2,-113.7838,48.8428,6959.0,1974-10,0.51,31.6,39.3,47.0,21.0,2.27,7.11
2,-113.7838,48.8428,6959.0,1974-11,15.21,19.8,25.4,31.0,9.6,1.33,3.34
2,-113.7838,48.8428,6959.0,1974-12,12.45,13.4,18.9,24.4,7.8,0.71,2.10
2,-113.7838,48.8428,6959.0,1975-01,17.40,5.3,11.6,18.0,2.8,0.36,1.56
2,-113.7838,48.8428,6959.0,1975-02,16.37,5.7,13.3,21.0,4.7,0.30,1.81
2,-113.7838,48.8428,6959.0,1975-03,8.11,9.6,17.4,25.2,7.7,0.32,2.39
2,-113.7838,48.8428,6959.0,1975-04,1.73,15.5,23.6,31.7,14.8,0.20,3.07
2,-113.7838,48.8428,6959.0,1975-05,8.02,26.0,35.4,44.7,23.9,0.45,5.74
2,-113.7838,48.8428,6959.0,1975-06,13.81,31.9,41.7,51.5,28.4,0.90,7.80
2,-113.7838,48.8428,6959.0,1975-07,3.65,46.3,56.7,67.0,38.6,2.76,14.80
2,-113.7838,48.8428,6959.0,1975-08,3.58,36.7,46.0,55.4,34.1,0.85,8.49
2,-113.7838,48.8428,6959.0,1975-09,1.92,35.4,45.8,56.3,24.1,2.54,11.28
2,-113.7838,48.8428,6959.0,1975-10,10.11,25.4,31.6,37.8,21.8,0.83,3.85
2,-113.7838,48.8428,6959.0,1975-11,9.84,15.0,20.7,26.4,5.9,1.21,2.92
2,-113.7838,48.8428,6959.0,1975-12,14.96,14.0,19.6,25.3,9.9,0.66,1.99
2,-113.7838,48.8428,6959.0,1976-01,14.77,11.3,17.3,23.2,6.5,0.63,2.11
2,-113.7838,48.8428,6959.0,1976-02,17.46,12.6,19.2,25.8,5.1,0.79,2.74
2,-113.7838,48.8428,6959.0,1976-03,5.69,10.6,18.9,27.3,5.3,0.68,3.03
2,-113.7838,48.8428,6959.0,1976-04,3.90,23.1,32.2,41.4,17.2,1.01,5.75
2,-113.7838,48.8428,6959.0,1976-05,3.97,31.1,42.0,53.0,21.9,1.96,9.81
2,-113.7838,48.8428,6959.0,1976-06,5.67,32.4,41.5,50.6,25.4,1.59,8.16
2,-113.7838,48.8428,6959.0,1976-07,3.50,42.7,53.0,63.3,34.1,2.67,13.46
2,-113.7838,48.8428,6959.0,1976-08,3.49,40.9,50.5,60.2,37.2,1.28,10.49
2,-113.7838,48.8428,6959.0,1976-09,1.51,39.2,49.2,59.1,30.2,2.49,11.57
2,-113.7838,48.8428,6959.0,1976-10,2.44,27.1,35.2,43.3,17.4,1.52,6.40
2,-113.7838,48.8428,6959.0,1976-11,6.40,21.8,28.1,34.4,9.0,1.66,4.22
2,-113.7838,48.8428,6959.0,1976-12,6.93,15.9,21.7,27.4,7.7,0.99,2.70
2,-113.7838,48.8428,6959.0,1977-01,5.48,8.5,14.6,20.8,2.3,0.61,1.90
2,-113.7838,48.8428,6959.0,1977-02,5.64,19.0,25.9,32.9,8.8,1.27,3.96
2,-113.7838,48.8428,6959.0,1977-03,6.69,12.4,20.5,28.6,9.1,0.46,3.01
2,-113.7838,48.8428,6959.0,1977-04,0.81,25.0,34.8,44.7,16.9,1.33,7.34
2,-113.7838,48.8428,6959.0,1977-05,2.99,28.5,37.9,47.3,26.1,0.60,6.49
2,-113.7838,48.8428,6959.0,1977-06,1.06,37.5,48.9,60.3,30.6,1.90,12.33
2,-113.7838,48.8428,6959.0,1977-07,3.99,39.7,50.4,61.2,34.8,1.45,11.93
2,-113.7838,48.8428,6959.0,1977-08,5.76,38.5,48.5,58.6,37.1,0.60,9.95
2,-113.7838,48.8428,6959.0,1977-09,3.69,31.7,41.2,50.6,30.8,0.55,6.97
2,-113.7838,48.8428,6959.0,1977-10,2.90,26.4,34.1,41.9,21.2,1.05,5.07
2,-113.7838,48.8428,6959.0,1977-11,12.61,12.1,18.0,23.9,10.3,0.38,1.84
