Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
3,-114.1541,48.9056,6396,1966-08,2.76,40,52.1,64.2,32.9,1.89,14.81
3,-114.1541,48.9056,6396,1966-09,0.9,40.5,51.5,62.6,36.1,1.29,12.69
3,-114.1541,48.9056,6396,1966-10,5.85,27.7,35.3,42.9,22.7,0.97,5.45
3,-114.1541,48.9056,6396,1966-11,16.06,17.4,23.6,29.7,17.7,0.19,2.26
3,-114.1541,48.9056,6396,1966-12,12.94,15.8,21.2,26.7,14.4,0.32,1.96
3,-114.1541,48.9056,6396,1967-01,22.06,12.3,18.4,24.5,11.7,0.21,1.89
3,-114.1541,48.9056,6396,1967-02,12.32,14.8,21.6,28.4,10.8,0.59,2.81
3,-114.1541,48.9056,6396,1967-03,8.68,11.7,19.4,27.1,10.2,0.28,2.64
3,-114.1541,48.9056,6396,1967-04,7.66,18.8,27.2,35.7,15,0.6,4.26
3,-114.1541,48.9056,6396,1967-05,3.75,28.1,38.4,48.8,22.7,0.99,7.91
3,-114.1541,48.9056,6396,1967-06,5.97,35.6,46.4,57.1,34,0.5,9.77
3,-114.1541,48.9056,6396,1967-07,0.37,43.3,56.4,69.5,34.5,2.41,18.71
3,-114.1541,48.9056,6396,1967-08,0.51,44.8,58.7,72.5,34.9,2.82,21.32
3,-114.1541,48.9056,6396,1967-09,1.33,41.7,54.4,67.1,33.7,2.19,17.04
3,-114.1541,48.9056,6396,1967-10,14.41,28.7,35.8,42.9,24.4,0.92,5.1
3,-114.1541,48.9056,6396,1967-11,7.19,19.4,25.5,31.6,14.5,0.75,3.12
3,-114.1541,48.9056,6396,1967-12,12.42,9.4,15.1,20.8,9.6,0.21,1.43
3,-114.1541,48.9056,6396,1968-01,12.48,9.2,15.6,22,8.5,0.23,1.78
3,-114.1541,48.9056,6396,1968-02,10.51,18.3,25.7,33.1,16.4,0.4,3.19
3,-114.1541,48.9056,6396,1968-03,7.27,21.2,29.3,37.4,14.1,1.09,4.87
3,-114.1541,48.9056,6396,1968-04,4.89,19.4,28.5,37.6,14.5,0.71,4.89
3,-114.1541,48.9056,6396,1968-05,5.87,28.2,38.8,49.4,23,0.97,8.19
3,-114.1541,48.9056,6396,1968-06,6.65,34.6,45.1,55.6,30.5,0.97,9.9
3,-114.1541,48.9056,6396,1968-07,2.31,41.9,53.9,65.8,37,1.42,14.87
3,-114.1541,48.9056,6396,1968-08,3.71,39.3,50.1,60.8,36.7,0.79,11.3
3,-114.1541,48.9056,6396,1968-09,8.75,35.9,45.4,54.8,34.4,0.49,8.24
3,-114.1541,48.9056,6396,1968-10,11.34,27.6,34.4,41.2,22.4,0.98,4.83
3,-114.1541,48.9056,6396,1968-11,6.8,18.9,24.7,30.6,14.4,0.71,2.85
3,-114.1541,48.9056,6396,1968-12,14.75,4.7,10.9,17.1,4.9,0.21,1.34
3,-114.1541,48.9056,6396,1969-01,24.01,-3.1,3.7,10.4,1,0.05,0.78
3,-114.1541,48.9056,6396,1969-02,3.15,10,17.7,25.4,9.7,0.21,2.24
3,-114.1541,48.9056,6396,1969-03,4.34,14.8,24,33.2,7.2,0.84,4.38
3,-114.1541,48.9056,6396,1969-04,3.93,27.5,36.8,46.1,22.5,0.99,6.83
3,-114.1541,48.9056,6396,1969-05,3.48,32.2,43.2,54.2,23.5,1.71,10.44
3,-114.1541,48.9056,6396,1969-06,13.38,37.6,47.6,57.6,33.3,1.1,10.32
3,-114.1541,48.9056,6396,1969-07,0.52,40,52.2,64.4,34.6,1.41,14.52
3,-114.1541,48.9056,6396,1969-08,0.02,42.3,55.6,68.9,31.8,2.79,18.82
3,-114.1541,48.9056,6396,1969-09,4.14,36.7,47.4,58.1,33.1,0.84,10.64
3,-114.1541,48.9056,6396,1969-10,4.43,24.1,30.7,37.4,21.2,0.61,3.84
3,-114.1541,48.9056,6396,1969-11,3.75,22,28,34,18,0.76,3.23
3,-114.1541,48.9056,6396,1969-12,7.28,15.8,21.1,26.4,12.6,0.55,2.01
3,-114.1541,48.9056,6396,1970-01,19.39,6,12.4,18.9,8,0.08,1.31
3,-114.1541,48.9056,6396,1970-02,11.27,17.4,24.4,31.4,13.7,0.59,3.17
3,-114.1541,48.9056,6396,1970-03,8.19,12.3,20.6,29,11.4,0.21,2.94
3,-114.1541,48.9056,6396,1970-04,10.22,17.8,25.9,34.1,14.4,0.56,3.89
3,-114.1541,48.9056,6396,1970-05,3.41,30.4,41.1,51.9,24,1.25,9.18
3,-114.1541,48.9056,6396,1970-06,9.09,41.6,52.7,63.8,33.7,2.15,14.37
3,-114.1541,48.9056,6396,1970-07,2.17,44.9,56.8,68.6,38.9,1.9,16.49
3,-114.1541,48.9056,6396,1970-08,1.15,43.2,56.6,70.1,33,2.7,19.48
3,-114.1541,48.9056,6396,1970-09,3.47,30.8,40.9,51,28.4,0.54,7.86
3,-114.1541,48.9056,6396,1970-10,4.68,25.8,33.6,41.4,20.1,1.05,5.34
3,-114.1541,48.9056,6396,1970-11,11.91,15.8,22.7,29.6,14.9,0.25,2.63
3,-114.1541,48.9056,6396,1970-12,22.53,7.8,14.1,20.4,8.9,0.11,1.44
4,-113.6681,48.5938,7277,1966-01,18.65,6,12,17.9,7.1,0.09,1.25
4,-113.6681,48.5938,7277,1966-02,11.26,10.4,17.2,24,6.1,0.51,2.38
4,-113.6681,48.5938,7277,1966-03,12.38,15.8,24.2,32.6,5.1,1.24,4.35
4,-113.6681,48.5938,7277,1966-04,6.48,17.5,27,36.6,15.1,0.37,4.55
4,-113.6681,48.5938,7277,1966-05,7.89,31.3,41,50.7,23,1.53,8.7
4,-113.6681,48.5938,7277,1966-06,11.78,32.6,42,51.3,25.6,1.4,8.42
4,-113.6681,48.5938,7277,1966-07,3.35,42.7,53.2,63.7,33,2.52,14.13
4,-113.6681,48.5938,7277,1966-08,5.17,39.5,50.6,61.7,30,2.4,13.55
4,-113.6681,48.5938,7277,1966-09,1.7,41,50.2,59.4,33.6,1.98,11.07
4,-113.6681,48.5938,7277,1966-10,8.8,26.6,33.3,40.1,19.9,1.18,4.83
4,-113.6681,48.5938,7277,1966-11,21.6,16.3,22.1,27.9,15.9,0.27,2.07
4,-113.6681,48.5938,7277,1966-12,17.91,14.2,19.6,24.9,13,0.31,1.78
4,-113.6681,48.5938,7277,1967-01,28.23,10.5,16.1,21.8,10.3,0.18,1.56
4,-113.6681,48.5938,7277,1967-02,17.94,13.5,20.2,26.8,8,0.73,2.75
4,-113.6681,48.5938,7277,1967-03,10.95,10,18.4,26.7,7.9,0.31,2.78
4,-113.6681,48.5938,7277,1967-04,4.88,16.5,24.8,33.1,15.4,0.22,3.42
4,-113.6681,48.5938,7277,1967-05,4.48,26,36,46,22.3,0.67,6.7
4,-113.6681,48.5938,7277,1967-06,6.58,34.2,44.2,54.1,29.8,0.95,9
4,-113.6681,48.5938,7277,1967-07,0.24,43.3,54.6,66,32,2.92,16.2
4,-113.6681,48.5938,7277,1967-08,1.01,45,56.9,68.7,32.7,3.29,18.14
4,-113.6681,48.5938,7277,1967-09,2.26,41.9,52.5,63.1,31.8,2.64,14.18
4,-113.6681,48.5938,7277,1967-10,18.26,26.2,33.1,39.9,21.7,0.85,4.44
4,-113.6681,48.5938,7277,1967-11,10.59,18.5,24.2,29.9,11.5,0.92,3.04
4,-113.6681,48.5938,7277,1967-12,15.17,7.3,12.9,18.5,7.6,0.23,1.28
4,-113.6681,48.5938,7277,1968-01,13.19,8.4,14.5,20.6,7.6,0.24,1.63
4,-113.6681,48.5938,7277,1968-02,15.5,17.8,25,32.1,14.1,0.58,3.21
4,-113.6681,48.5938,7277,1968-03,10.91,19.3,27.5,35.7,11.3,1.11,4.67
4,-113.6681,48.5938,7277,1968-04,7.45,16.9,26.2,35.4,14.9,0.31,4.12
4,-113.6681,48.5938,7277,1968-05,10.99,25.9,36.2,46.6,22.3,0.66,6.95
4,-113.6681,48.5938,7277,1968-06,8.37,32.6,42.7,52.8,26.9,1.19,9.04
4,-113.6681,48.5938,7277,1968-07,3.99,41.4,52.1,62.8,34,1.9,13.22
4,-113.6681,48.5938,7277,1968-08,3.78,37.6,47.8,58.1,34.3,0.87,10.06
4,-113.6681,48.5938,7277,1968-09,12.9,34.9,43.4,51.8,31.7,0.81,7.25
4,-113.6681,48.5938,7277,1968-10,16.15,25.8,32.2,38.6,19.7,1.05,4.36
4,-113.6681,48.5938,7277,1968-11,9.85,17.2,22.7,28.2,11.1,0.83,2.68
4,-113.6681,48.5938,7277,1968-12,17.92,4.1,10,15.8,3.4,0.26,1.29
4,-113.6681,48.5938,7277,1969-01,28.78,-2.2,4.3,10.9,1.6,0.02,0.77
4,-113.6681,48.5938,7277,1969-02,4.44,10.1,17.3,24.4,7.4,0.34,2.25
4,-113.6681,48.5938,7277,1969-03,5.44,14.1,22.9,31.8,4.9,0.91,4.19
4,-113.6681,48.5938,7277,1969-04,5.8,26.1,35.1,44.2,23.4,0.54,5.76
4,-113.6681,48.5938,7277,1969-05,5.82,30.5,41.2,51.9,23,1.43,9.22
4,-113.6681,48.5938,7277,1969-06,14.05,35.7,45.2,54.8,29.7,1.42,9.46
4,-113.6681,48.5938,7277,1969-07,0.57,39.3,50.6,61.9,31.6,1.87,13.25
4,-113.6681,48.5938,7277,1969-08,0.33,43.6,54.9,66.2,29.1,3.74,16.99
4,-113.6681,48.5938,7277,1969-09,8.32,35.8,45.1,54.4,30.3,1.24,8.99
4,-113.6681,48.5938,7277,1969-10,6.54,22,28.3,34.6,18.8,0.62,3.35
4,-113.6681,48.5938,7277,1969-11,5.52,21.2,26.9,32.7,15.6,0.93,3.21
4,-113.6681,48.5938,7277,1969-12,9.11,15.4,20.7,26.1,10.6,0.71,2.19
4,-113.6681,48.5938,7277,1970-01,23.39,6.2,12.2,18.1,7,0.08,1.26
4,-113.6681,48.5938,7277,1970-02,18.15,17.2,24.1,31,11.1,0.88,3.34
4,-113.6681,48.5938,7277,1970-03,13.46,10.6,19,27.4,8.8,0.3,2.84
4,-113.6681,48.5938,7277,1970-04,13.68,14.3,23.1,31.8,14.2,0.12,3.28
4,-113.6681,48.5938,7277,1970-05,7.29,28.6,38.8,49,24,0.87,7.69
4,-113.6681,48.5938,7277,1970-06,12.03,40.3,50.6,60.9,30.4,2.47,12.97
4,-113.6681,48.5938,7277,1970-07,2.05,43.9,55,66.1,36,2.33,15.07
4,-113.6681,48.5938,7277,1970-08,1.87,44.2,55.5,66.7,30.2,3.67,17.07
4,-113.6681,48.5938,7277,1970-09,7.09,29.7,38.8,47.8,25.7,0.82,6.8
4,-113.6681,48.5938,7277,1970-10,6.06,25.4,31.9,38.4,16.6,1.53,4.75
4,-113.6681,48.5938,7277,1970-11,20.44,16,21.9,27.7,12.8,0.54,2.44
4,-113.6681,48.5938,7277,1970-12,24.31,6.9,12.5,18.1,7.6,0.13,1.22
5,-114.0879,48.9575,6710,1966-01,16.82,6.8,12.7,18.6,8.7,0.05,1.19
5,-114.0879,48.9575,6710,1966-02,6.77,11.1,18,25,9.7,0.31,2.21
5,-114.0879,48.9575,6710,1966-03,9.36,16.1,24.3,32.5,8.6,0.93,3.98
5,-114.0879,48.9575,6710,1966-04,6.32,19.3,28.4,37.5,14.9,0.68,4.89
5,-114.0879,48.9575,6710,1966-05,4.67,32.2,42.3,52.3,23.5,1.64,9.45
5,-114.0879,48.9575,6710,1966-06,9.03,34.1,43.4,52.8,29,1.14,8.43
5,-114.0879,48.9575,6710,1966-07,3.28,43.1,53.8,64.6,35.6,2.07,14.06
5,-114.0879,48.9575,6710,1966-08,3.29,40.1,51.4,62.6,32.2,2.1,13.66
5,-114.0879,48.9575,6710,1966-09,1.22,40.6,50.9,61.1,35.6,1.43,11.69
5,-114.0879,48.9575,6710,1966-10,6.92,27.6,34.6,41.6,23.1,0.89,4.82
5,-114.0879,48.9575,6710,1966-11,18.16,16.9,23.1,29.3,18.1,0.09,2.09
5,-114.0879,48.9575,6710,1966-12,11.69,15.5,20.9,26.3,14.7,0.26,1.83
5,-114.0879,48.9575,6710,1967-01,21.83,11.9,17.8,23.7,12.6,0.13,1.65
5,-114.0879,48.9575,6710,1967-02,11.96,14.5,21.1,27.7,11,0.52,2.61
5,-114.0879,48.9575,6710,1967-03,9.49,11.2,18.7,26.2,10.8,0.16,2.37
5,-114.0879,48.9575,6710,1967-04,9.93,18.3,26.1,34,15.3,0.48,3.68
5,-114.0879,48.9575,6710,1967-05,4.3,27.9,37.5,47.1,22.6,0.95,7.08
5,-114.0879,48.9575,6710,1967-06,6.61,35.4,45.4,55.4,33.9,0.45,8.72
5,-114.0879,48.9575,6710,1967-07,0.52,43.5,55.5,67.5,33.1,2.76,17.15
5,-114.0879,48.9575,6710,1967-08,0.56,45.4,57.9,70.4,34.5,3.06,19.19
5,-114.0879,48.9575,6710,1967-09,1.34,42,53.7,65.4,33.2,2.4,15.65
5,-114.0879,48.9575,6710,1967-10,16.01,28.3,34.9,41.5,24.6,0.8,4.51
5,-114.0879,48.9575,6710,1967-11,8.32,19,25.1,31.2,15.2,0.64,2.95
5,-114.0879,48.9575,6710,1967-12,12.17,8.9,14.5,20,10,0.16,1.27
5,-114.0879,48.9575,6710,1968-01,14.47,8.9,15.3,21.6,9,0.17,1.65
5,-114.0879,48.9575,6710,1968-02,8.81,18.2,25.4,32.6,17,0.32,3
5,-114.0879,48.9575,6710,1968-03,7.48,20.6,28.5,36.5,14.3,0.95,4.54
5,-114.0879,48.9575,6710,1968-04,5.38,18.8,27.4,36,14.5,0.61,4.38
5,-114.0879,48.9575,6710,1968-05,6.03,27.9,37.7,47.6,22.7,0.94,7.34
5,-114.0879,48.9575,6710,1968-06,7.67,34.3,44,53.8,30,0.98,8.9
5,-114.0879,48.9575,6710,1968-07,2.59,42,53,63.9,36.2,1.62,13.46
5,-114.0879,48.9575,6710,1968-08,3.65,39.2,49.2,59.2,36.3,0.84,10.18
5,-114.0879,48.9575,6710,1968-09,9.02,35.8,44.6,53.5,33.9,0.56,7.56
5,-114.0879,48.9575,6710,1968-10,13.39,27.3,33.6,40,22.7,0.88,4.31
5,-114.0879,48.9575,6710,1968-11,6.92,18.4,24.4,30.4,15,0.58,2.76
5,-114.0879,48.9575,6710,1968-12,14.53,4.2,10.4,16.6,5,0.16,1.26
5,-114.0879,48.9575,6710,1969-01,25.4,-3.9,3.1,10,1.7,0.01,0.68
5,-114.0879,48.9575,6710,1969-02,2.49,9.9,17.4,24.9,9.9,0.19,2.09
5,-114.0879,48.9575,6710,1969-03,4.89,14.5,23.4,32.3,7.9,0.75,4.04
5,-114.0879,48.9575,6710,1969-04,3.76,27.2,36,44.7,22.9,0.87,6.11
5,-114.0879,48.9575,6710,1969-05,3.73,31.9,42.3,52.6,23.4,1.68,9.54
5,-114.0879,48.9575,6710,1969-06,15.53,37.2,46.7,56.1,33,1.1,9.39
5,-114.0879,48.9575,6710,1969-07,0.47,40.1,51.4,62.8,33.4,1.72,13.48
5,-114.0879,48.9575,6710,1969-08,0,42.7,54.9,67,30.9,3.13,17.23
5,-114.0879,48.9575,6710,1969-09,4.62,36.7,46.7,56.6,32.1,1.09,9.89
5,-114.0879,48.9575,6710,1969-10,4.99,23.8,30,36.2,21.6,0.46,3.39
5,-114.0879,48.9575,6710,1969-11,4.16,21.7,27.6,33.4,18.2,0.66,3.02
5,-114.0879,48.9575,6710,1969-12,6.82,15.6,20.9,26.2,13,0.47,1.89
5,-114.0879,48.9575,6710,1970-01,20.8,5.7,12.2,18.6,8.3,0.03,1.22
